elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
154.557,110.066,99.0,1885.23828125,32768.0
154.928,122.093,98.0,1893.2421875,32768.0
155.378,125.04,99.0,1901.25,32768.0
155.744,106.09,99.0,1909.2421875,32768.0
156.105,122.099,99.0,1917.2265625,32768.0
156.617,131.053,99.0,1925.22265625,32768.0
157.02,137.022,99.0,1937.22265625,32768.0
157.452,140.098,99.0,1601.2890625,32768.0
157.895,143.004,99.0,1613.28515625,32768.0
158.376,144.033,99.0,1621.28515625,32768.0
158.789,144.095,99.0,1633.28515625,32768.0
159.262,145.086,99.0,1645.29296875,32768.0
159.73,146.086,99.0,1661.2734375,32768.0
160.213,146.06,99.0,1661.74609375,32768.0
160.689,146.093,99.0,1677.7421875,32768.0
161.234,147.032,99.0,1689.7265625,32768.0
161.717,146.055,99.0,1701.73828125,32768.0
162.221,146.067,99.0,1713.73046875,32768.0
162.701,146.099,99.0,1725.734375,32768.0
163.11,147.071,99.0,1737.734375,32768.0
163.53,148.012,99.0,1745.73828125,32768.0
164.013,148.015,99.0,1765.6953125,32768.0
164.507,147.029,99.0,1777.6953125,32768.0
165.005,146.087,99.0,1789.69921875,32768.0
165.491,147.062,99.0,1801.69921875,32768.0
165.927,146.072,99.0,1813.6953125,32768.0
166.424,146.063,99.0,1829.69140625,32768.0
166.929,146.085,99.0,1841.6953125,32768.0
167.404,146.043,99.0,1853.68359375,32768.0
167.832,146.053,99.0,1865.69921875,32768.0
168.31,146.099,99.0,1877.69921875,32768.0
168.759,147.007,99.0,1885.6953125,32768.0
169.175,147.021,100.0,1897.69140625,32768.0
169.606,146.097,99.0,1909.6796875,32768.0
170.095,147.005,98.0,1921.67578125,32768.0
170.569,147.043,98.0,1933.65625,32768.0
170.975,147.096,98.0,1945.6484375,32768.0
171.44,147.044,99.0,1953.66015625,32768.0
171.874,147.05,99.0,1965.65625,32768.0
172.289,147.001,99.0,1977.62890625,32768.0
172.775,146.076,99.0,1465.69921875,32768.0
173.231,147.023,99.0,1477.66796875,32768.0
173.75,146.025,99.0,1485.69921875,32768.0
174.154,146.058,99.0,1497.69921875,32768.0
174.588,146.038,99.0,1509.69921875,32768.0
175.082,146.066,99.0,1521.6953125,32768.0
175.506,146.088,99.0,1550.8359375,32768.0
175.958,146.043,99.0,1601.62890625,32768.0
176.346,146.028,99.0,1609.6328125,32768.0
176.778,146.078,99.0,1621.62890625,32768.0
177.199,147.013,99.0,1629.5859375,32768.0
177.682,147.013,99.0,1633.59375,32768.0
178.143,147.06,99.0,1645.58984375,32768.0
178.638,147.016,99.0,1655.58203125,32768.0
179.138,146.009,99.0,1667.58203125,32768.0
179.614,145.082,99.0,1679.58203125,32768.0
180.104,145.075,99.0,1691.578125,32768.0
180.55,146.04,99.0,1703.578125,32768.0
181.043,146.018,99.0,1715.578125,32768.0
181.468,145.097,99.0,1727.578125,32768.0
181.929,145.085,99.0,1739.578125,32768.0
182.362,145.081,99.0,1751.57421875,32768.0
182.856,145.069,99.0,1753.03125,32768.0
183.28,145.082,99.0,1765.01953125,32768.0
183.698,145.089,99.0,1772.50390625,32768.0
184.13,146.027,99.0,1784.5078125,32768.0
184.621,145.088,99.0,1792.5078125,32768.0
185.042,145.089,99.0,1804.5078125,32768.0
185.456,144.02,99.0,1793.09375,32768.0
185.947,142.079,99.0,1805.09375,32768.0
186.45,141.059,99.0,1817.09375,32768.0
186.86,140.091,99.0,1829.09375,32768.0
187.35,140.025,99.0,1897.05859375,32768.0
187.779,140.035,99.0,1501.1171875,32768.0
188.198,139.092,99.0,1513.1171875,32768.0
188.624,140.009,100.0,1525.1171875,32768.0
189.128,140.001,100.0,1533.1015625,32768.0
189.61,139.077,99.0,1545.1015625,32768.0
190.114,139.057,99.0,1535.0546875,32768.0
190.528,140.019,99.0,1547.0546875,32768.0
190.974,139.093,99.0,1559.0546875,32768.0
191.417,140.005,99.0,1568.5234375,32768.0
191.887,140.006,100.0,1580.5234375,32768.0
192.387,140.007,100.0,1592.5234375,32768.0
192.861,140.006,100.0,1604.5234375,32768.0
193.303,139.089,100.0,1616.53515625,32768.0
193.777,139.086,100.0,1628.51953125,32768.0
194.2,140.009,100.0,1636.51953125,32768.0
194.624,140.007,100.0,1648.51953125,32768.0
195.042,140.007,99.0,1660.51953125,32768.0
195.524,140.003,99.0,1672.51953125,32768.0
195.999,140.005,100.0,1684.51953125,32768.0
196.486,139.084,99.0,1696.5234375,32768.0
196.916,139.082,99.0,1708.51171875,32768.0
197.343,139.08,99.0,1716.47265625,32768.0
