elapsed_s,power_w,gpu_use_pct,vram_used_mb,vram_total_mb
42.123,127.004,100.0,1800.98828125,32768.0
42.503,127.041,100.0,1809.0,32768.0
42.871,125.097,100.0,1821.015625,32768.0
43.24,115.071,100.0,1829.0,32768.0
43.603,112.012,100.0,1836.99609375,32768.0
43.96,110.052,100.0,1848.9921875,32768.0
44.321,106.095,100.0,1856.98828125,32768.0
44.68,113.031,100.0,1868.98828125,32768.0
45.047,124.04,100.0,1876.99609375,32768.0
45.417,131.026,100.0,1888.98046875,32768.0
45.782,138.033,100.0,1896.98046875,32768.0
46.147,138.006,100.0,1904.98046875,32768.0
46.516,137.091,100.0,1916.9765625,32768.0
46.882,134.083,100.0,1924.984375,32768.0
47.25,132.033,100.0,1936.96875,32768.0
47.645,136.079,100.0,1948.95703125,32768.0
48.097,125.031,100.0,1956.9765625,32768.0
48.463,114.055,100.0,1968.9609375,32768.0
48.826,98.003,100.0,1976.96484375,32768.0
49.186,86.004,100.0,1988.95703125,32768.0
49.549,98.076,100.0,1996.95703125,32768.0
49.964,113.046,100.0,2008.9609375,32768.0
50.37,118.086,100.0,2016.95703125,32768.0
50.741,111.03,100.0,2028.9609375,32768.0
51.107,120.029,100.0,2036.96875,32768.0
51.466,109.036,100.0,2044.9609375,32768.0
51.827,118.003,100.0,2056.9609375,32768.0
52.223,128.078,100.0,2064.96484375,32768.0
52.585,127.018,100.0,1721.046875,32768.0
52.947,131.002,100.0,1729.05859375,32768.0
53.311,134.05,100.0,1737.05078125,32768.0
53.703,122.014,100.0,1749.046875,32768.0
54.071,103.086,99.0,1761.0078125,32768.0
54.426,89.088,100.0,1769.03125,32768.0
54.788,89.019,100.0,1777.02734375,32768.0
55.171,109.041,99.0,1789.02734375,32768.0
55.589,120.052,99.0,1854.99609375,32768.0
55.99,116.044,99.0,1863.00390625,32768.0
56.352,125.033,100.0,1872.984375,32768.0
56.723,134.078,100.0,1880.984375,32768.0
57.086,139.088,100.0,1892.984375,32768.0
57.449,143.029,100.0,1900.9765625,32768.0
57.814,135.038,100.0,1908.92578125,32768.0
58.187,127.039,100.0,1920.93359375,32768.0
58.563,118.066,100.0,1928.92578125,32768.0
58.932,116.036,100.0,1940.9375,32768.0
59.3,115.095,100.0,1948.9296875,32768.0
59.659,119.064,100.0,1956.921875,32768.0
60.025,128.007,100.0,1968.9140625,32768.0
60.393,133.05,100.0,1976.92578125,32768.0
60.764,138.08,100.0,1988.921875,32768.0
61.129,143.018,100.0,1996.91796875,32768.0
61.492,145.007,100.0,2002.890625,32768.0
61.857,147.075,100.0,2010.90625,32768.0
62.229,149.075,100.0,2022.89453125,32768.0
62.613,145.088,100.0,2030.89453125,32768.0
62.989,143.082,100.0,2038.8984375,32768.0
63.348,142.032,100.0,2050.88671875,32768.0
63.713,141.085,100.0,2058.88671875,32768.0
64.083,127.043,100.0,2070.87890625,32768.0
64.444,116.068,100.0,2078.88671875,32768.0
64.811,107.083,100.0,2086.88671875,32768.0
65.18,101.03,100.0,2094.88671875,32768.0
65.541,96.031,100.0,2102.87890625,32768.0
65.902,94.092,100.0,2110.86328125,32768.0
66.264,97.045,100.0,2118.85546875,32768.0
66.625,101.034,100.0,2126.8515625,32768.0
66.988,96.094,100.0,2134.828125,32768.0
67.352,93.043,100.0,2046.828125,32768.0
67.722,91.043,100.0,1726.90625,32768.0
68.079,90.039,100.0,1734.91015625,32768.0
68.441,93.06,100.0,1742.8984375,32768.0
68.801,107.086,100.0,1750.8984375,32768.0
69.164,121.002,100.0,1762.89453125,32768.0
69.603,117.077,100.0,1770.9375,32768.0
69.976,121.047,100.0,1778.94921875,32768.0
70.339,103.031,100.0,1786.94140625,32768.0
70.706,89.033,100.0,1794.93359375,32768.0
71.068,92.078,100.0,1802.94140625,32768.0
71.477,111.072,99.0,1810.94140625,32768.0
71.881,121.095,99.0,1822.94140625,32768.0
72.288,114.023,99.0,1830.94140625,32768.0
72.647,120.087,100.0,1838.94921875,32768.0
73.005,129.078,100.0,1846.9453125,32768.0
73.397,134.086,100.0,1854.94140625,32768.0
73.762,140.063,100.0,1862.9375,32768.0
74.142,142.077,100.0,1870.9375,32768.0
74.508,144.028,100.0,1878.93359375,32768.0
